School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
De Smet Jesuit,36.73,42.89,79.62,2,1,1
Joplin,42.36,26.46,68.82,1,6,2
Christian Brothers College,33.15,25.77,58.91,3,8,3
Liberty North,26.97,30.73,57.7,5,4,4
Rockhurst,17.62,36.56,54.18,16,2,5
Raymore-Peculiar,27.52,26.23,53.74,4,7,6
Francis Howell,24.58,27.11,51.7,7,5,7
Park Hill,12.89,35.28,48.17,20,3,8
Lee's Summit West,22.25,25.55,47.81,10,10,9
Lee's Summit North,19.76,25.71,45.48,13,9,10
Marquette,22.42,21.44,43.86,9,15,11
Blue Springs,20.29,22.0,42.29,12,14,12
Ft. Zumwalt West,18.16,22.5,40.66,15,13,13
Kirkwood,26.31,14.24,40.56,6,22,14
SLUH,22.73,17.23,39.95,8,17,15
Lee's Summit,18.47,20.54,39.01,14,16,16
Rock Bridge,13.02,24.21,37.23,19,11,17
Liberty,11.51,23.51,35.03,21,12,18
Blue Springs South,20.87,14.0,34.88,11,23,19
Lafayette (Wildwood),9.79,15.09,24.88,22,20,20
Jefferson City,17.47,6.63,24.1,17,29,21
Lindbergh,7.55,15.59,23.14,24,19,22
Troy Buchanan,9.61,12.77,22.37,23,26,23
Kickapoo,6.41,15.79,22.21,25,18,24
Holt,16.23,5.52,21.74,18,30,25
Hazelwood Central,5.33,12.96,18.29,28,25,26
Pattonville,5.78,12.03,17.82,27,27,27
Hickman,6.14,11.25,17.38,26,28,28
Hazelwood West,1.03,14.5,15.53,30,21,29
Timberland,1.42,13.37,14.79,29,24,30
Northwest (Cedar Hill),-7.6,3.19,-4.41,32,31,31
Francis Howell Central,-6.81,1.6,-5.21,31,32,32
